"id" "zspec" "flag" "zphot_best" "ra" "dec" "g_AB" "g_AB_lim" "mask_design_flag" "flag_gzk_ir" "flag_gzk_opt" "flag_BM" "flag_BX" "flag_LBG" "flag_BZ36" "flag_photz" "flag_xray" "flag_radio" "flag_bright_guide_star" "pointing" "mask" "quad" "slit" "obj" "year_reduction" "source_zphot_best" "flag_ilbert_photz1.7"
402861 1.4168 4.5 1.4190 149.978561 1.867532 23.79 24.50 1 1 0 1 0 0 -1 1 0 0 0 53 1 4 25 2 83 1 0
402868 1.5125 2.5 1.5020 149.734879 1.867731 24.24 24.50 1 1 1 1 0 0 -1 1 0 0 0 33 1 4 39 1 83 1 0
402871 2.3994 3.5 2.5360 150.107315 1.867882 24.57 25.25 1 1 1 0 1 0 -1 1 0 0 0 62 1 3 37 1 83 2 0
402872 2.3297 1.1 1.4606 150.396027 1.868332 24.25 24.50 1 1 1 1 0 0 -1 1 0 0 0 83 1 4 42 1 79 1 0
402873 1.3559 3.5 1.3910 150.124863 1.868813 23.42 24.50 1 1 1 0 0 0 -1 1 0 0 0 42 1 2 39 4 83 2 0
402876 1.2870 1.5 1.4481 150.264160 1.869166 24.10 24.50 1 1 0 0 0 0 -1 1 0 0 0 63 1 1 40 1 81 2 0
402878 9.9999 0.0 2.6501 150.331085 1.868297 25.24 25.25 1 1 1 0 1 0 -1 1 0 0 0 73 1 4 35 2 83 2 0
402880 1.7833 2.5 1.9689 150.454803 1.868094 24.72 25.25 1 1 1 0 1 0 -1 1 0 0 0 72 1 2 54 1 81 1 0
402882 2.2070 2.5 2.2140 150.595490 1.867971 24.47 25.25 1 1 0 0 0 0 -1 1 0 0 0 83 1 1 29 6 79 1 -99
402883 1.8780 1.1 1.4540 150.356033 1.868918 24.16 24.50 1 1 0 0 1 0 -1 1 0 0 0 83 1 4 41 2 79 1 0
402884 2.1014 4.5 2.0260 150.589386 1.868573 23.41 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 30 1 83 3 -99
402886 2.1038 4.5 2.3060 150.488434 1.868558 24.08 25.25 1 1 0 0 0 0 -1 1 0 0 0 73 1 1 34 1 83 2 0
402888 2.1596 2.5 2.3850 149.865326 1.868621 24.78 25.25 1 1 1 0 1 0 -1 1 0 0 0 42 1 3 48 1 83 2 0
402889 2.1111 1.1 1.7083 150.073593 1.868635 23.90 24.50 1 1 0 0 1 0 -1 1 0 0 0 53 1 4 27 1 83 1 0
402891 1.5972 2.1 2.5815 150.436340 1.868539 24.57 25.25 1 1 0 0 0 0 -1 1 0 0 0 73 1 1 33 1 83 2 0
402895 1.6729 3.5 1.5280 150.252548 1.868596 23.97 24.50 1 1 1 1 0 0 -1 1 0 0 0 72 1 3 65 2 81 1 0
402896 2.2581 1.5 1.9750 150.233673 1.869395 24.60 25.25 1 1 1 0 0 0 -1 1 0 0 0 73 1 4 33 2 83 2 0
402898 2.3967 2.5 2.2661 150.013718 1.869763 24.93 25.25 1 1 0 0 0 0 -1 1 0 0 0 43 1 1 38 1 81 3 -99
402900 1.4041 3.5 1.3750 149.888977 1.870261 23.64 24.50 1 1 0 0 0 0 -1 1 0 0 0 32 1 2 60 1 81 1 0
402901 2.2833 1.5 2.3340 150.256897 1.869274 24.77 25.25 1 1 1 0 1 0 -1 1 0 0 0 52 1 2 49 1 81 1 0
402902 1.8248 1.5 1.5790 150.337814 1.869244 24.50 24.50 1 1 0 1 0 0 -1 1 0 0 0 72 1 3 66 1 81 1 0
402905 2.1728 3.5 2.1460 149.800903 1.870023 23.54 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 3 63 2 81 1 0
402906 2.9469 14.5 2.9545 149.800720 1.870453 22.91 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 3 63 1 81 4 2
402909 9.9999 0.0 1.8227 150.050140 1.869734 24.30 24.50 1 1 0 0 0 0 -1 1 0 0 0 52 1 3 53 1 81 1 0
402910 2.3217 1.1 1.9361 150.478088 1.871293 24.44 24.50 1 1 1 0 0 0 -1 1 0 0 0 73 1 1 32 2 83 2 0
402913 1.5649 3.5 1.4920 149.738174 1.871575 23.60 24.50 1 1 0 1 0 0 -1 1 0 0 0 33 1 4 36 1 83 1 0
402919 1.9798 3.5 1.8500 150.442230 1.870548 24.22 25.25 1 1 1 0 1 0 -1 1 0 0 0 82 1 3 48 1 83 2 0
402921 1.8800 2.5 2.1120 150.054062 1.870678 23.83 25.25 1 1 1 0 1 0 -1 1 0 0 0 43 1 1 39 3 81 1 0
402922 1.9156 2.5 2.0478 149.829407 1.871013 23.53 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 4 38 1 83 1 0
402930 2.4560 4.5 2.5380 150.062790 1.871260 24.49 25.25 1 1 1 0 1 0 -1 1 0 0 0 42 1 2 38 2 83 2 0
402934 9.9999 0.0 2.2303 150.403458 1.871359 24.80 25.25 1 1 1 0 1 0 -1 1 0 0 0 72 1 2 52 2 81 1 0
402935 1.5179 2.5 1.5120 149.854492 1.872698 24.10 25.25 1 1 1 1 0 0 -1 1 0 0 0 42 1 3 46 2 83 2 0
402936 1.1880 2.5 1.3270 150.257660 1.872028 24.27 24.50 1 1 1 1 0 0 -1 1 0 0 0 72 1 3 63 1 81 1 0
402937 2.0130 3.5 1.9880 150.419205 1.871931 23.71 25.25 1 1 1 0 1 0 -1 1 0 0 0 83 1 4 40 2 79 1 0
402941 3.3714 14.5 3.2600 150.042694 1.872129 24.20 25.25 1 1 0 0 0 0 -1 1 0 0 0 53 1 4 24 3 83 1 0
402946 1.4092 3.5 1.4394 150.341385 1.872325 24.36 24.50 1 1 0 0 0 0 -1 1 0 0 0 72 1 3 64 1 81 1 -99
402949 9.9999 0.0 1.7314 150.334381 1.872455 25.08 25.25 1 1 0 0 0 0 -1 1 0 0 0 63 1 1 38 1 81 1 0
402951 2.6763 1.1 2.0387 150.334732 1.872605 25.15 25.25 1 1 1 0 0 1 -1 1 0 0 0 73 1 4 32 1 83 2 0
402952 1.9542 1.1 1.4084 150.349060 1.873672 23.39 24.50 1 1 1 0 0 0 -1 1 0 0 0 62 1 2 37 1 83 2 0
402955 2.0210 2.5 2.0480 149.947037 1.872272 24.72 25.25 1 1 1 1 0 0 -1 1 0 0 0 33 1 1 32 1 83 1 0
402958 2.3303 1.5 2.1352 149.908218 1.873036 24.85 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 1 31 2 83 1 -99
402959 1.1741 1.5 1.1150 150.232224 1.874404 24.03 24.50 1 1 1 0 0 0 -1 1 0 0 0 53 1 1 24 2 83 1 0
402961 2.1620 2.1 1.4381 149.727463 1.873154 23.77 24.50 1 1 1 1 0 0 -1 1 0 0 0 32 1 3 59 1 81 1 0
402963 1.9630 3.5 1.9930 149.990509 1.873486 24.19 25.25 1 1 1 1 0 0 -1 1 0 0 0 32 1 2 59 1 81 1 0
402966 2.1755 2.5 2.2880 149.785400 1.872990 24.41 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 4 37 2 83 1 0
402969 2.8268 3.5 2.8000 150.302872 1.873164 24.13 25.25 1 1 1 0 1 0 -1 1 0 0 0 62 1 2 36 2 83 2 0
402971 2.6092 1.5 2.4283 150.367493 1.873522 25.12 25.25 1 1 1 0 1 0 -1 1 0 0 0 82 1 3 45 1 83 2 0
402973 1.9832 2.5 1.7930 149.773193 1.873513 24.40 24.50 1 1 1 0 1 0 -1 1 0 0 0 32 1 3 60 1 81 1 0
402976 1.1499 14.4 1.1249 150.208237 1.875329 20.93 24.50 1 1 0 0 0 0 -1 1 0 0 0 62 1 3 36 1 83 4 2
402977 1.7474 1.1 2.1472 150.040878 1.873465 24.60 25.25 1 1 0 0 0 0 -1 1 0 0 0 52 1 3 51 1 81 1 0
402983 1.6810 1.1 1.0941 150.513657 1.874494 24.31 24.50 1 1 0 0 0 0 -1 1 0 0 0 72 1 2 51 1 81 1 -99
402986 2.2568 3.5 2.3999 150.427307 1.873660 23.87 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 3 46 1 83 3 -99
402988 9.9999 0.0 2.5417 150.081207 1.873836 24.71 25.25 1 1 1 0 1 0 -1 1 0 0 0 52 1 3 52 1 81 1 0
402989 1.7605 3.5 1.7960 150.231720 1.874878 24.57 25.25 1 1 1 0 0 0 -1 1 0 0 0 72 1 3 61 2 81 4 2
402990 1.6412 2.5 1.7480 149.931778 1.874174 24.00 24.50 1 1 0 0 1 0 -1 1 0 0 0 32 1 2 58 1 81 1 -99
402992 2.5238 3.5 2.6932 150.150864 1.874384 24.70 25.25 1 1 0 0 1 0 -1 1 0 0 0 62 1 3 35 1 83 2 0
402993 2.0200 4.5 1.9830 150.016342 1.874283 23.87 24.50 1 1 0 0 0 0 -1 1 0 0 0 43 1 1 36 1 81 1 -99
402998 0.8300 14.5 0.8343 150.139130 1.876966 20.68 24.50 1 1 1 1 0 0 -1 1 0 0 0 62 1 3 32 2 83 4 2
402999 1.6371 1.5 1.4310 149.843369 1.874915 23.89 24.50 1 1 1 1 0 0 -1 1 0 0 0 43 1 4 39 1 81 1 0
403001 9.9999 20.0 2.2259 150.419037 1.874276 24.77 25.25 1 1 0 0 0 0 -1 1 0 0 0 83 1 4 40 1 79 1 0
403004 1.7600 14.5 1.6680 150.306244 1.875131 23.82 24.50 1 1 1 1 0 0 -1 1 0 0 0 73 1 4 31 1 83 2 0
403008 9.9999 0.0 1.9316 150.405518 1.874823 25.02 25.25 1 1 1 0 1 0 -1 1 0 0 0 72 1 2 49 1 81 1 0
403013 9.9999 0.0 1.1682 150.577164 1.877052 24.46 24.50 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 28 2 83 3 -99
403017 2.1235 1.5 2.0460 150.275894 1.875630 24.50 25.25 1 1 1 1 0 0 -1 1 0 0 0 72 1 3 62 1 81 1 0
403023 9.9999 0.0 2.3529 150.361343 1.876904 23.90 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 3 43 1 83 3 -99
403027 2.4800 3.5 2.5920 150.588699 1.876202 24.38 25.25 2 1 0 0 0 0 -1 1 0 0 2 83 1 1 26 6 79 3 -99
403029 1.5661 3.5 1.4690 149.800217 1.876222 23.31 24.50 1 1 1 0 1 0 -1 1 0 0 0 33 1 4 35 1 83 1 0
403031 1.4142 2.5 1.4210 150.497665 1.876369 23.74 24.50 1 1 0 0 0 0 -1 1 0 0 0 73 1 1 30 2 83 2 0
403035 2.4187 3.5 2.6120 150.070969 1.876135 24.63 25.25 1 1 1 0 0 0 -1 1 0 0 0 42 1 2 37 2 83 2 0
403038 2.2552 1.1 1.5299 150.441025 1.876720 25.04 25.25 1 1 1 1 0 0 -1 1 0 0 0 82 1 3 44 1 83 2 0
403039 1.3286 2.5 1.2780 149.732101 1.877002 23.79 24.50 1 1 0 1 0 0 -1 1 0 0 0 32 1 3 56 1 81 1 0
403044 2.8723 14.5 2.7510 149.753647 1.876891 24.62 25.25 1 1 0 0 0 0 -1 1 0 0 0 33 1 4 34 2 83 1 0
403045 2.1296 1.1 1.4297 150.147003 1.876844 24.31 24.50 1 1 1 1 0 0 -1 1 0 0 0 52 1 2 44 1 81 1 0
403048 1.7965 13.5 1.9460 150.025497 1.877650 22.88 24.50 1 1 0 0 0 0 -1 1 0 0 0 43 1 1 34 1 81 4 2
403051 1.9571 3.5 2.0160 150.615204 1.877088 24.63 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 29 2 83 3 -99
403052 1.9211 1.5 1.7000 149.961533 1.877355 25.11 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 2 57 1 81 1 0
403060 1.9160 3.5 1.9280 149.920929 1.877868 24.36 25.25 1 1 0 0 1 0 -1 1 0 0 0 32 1 2 56 1 81 1 0
403061 9.9999 0.0 1.8204 150.500229 1.878325 24.79 25.25 1 1 0 0 0 0 -1 1 0 0 0 72 1 2 48 1 81 2 0
403063 1.8992 1.5 1.8310 150.403687 1.878777 24.01 24.50 1 1 0 1 0 0 -1 1 0 0 0 72 1 2 46 3 81 1 -99
403064 2.3633 4.5 2.5220 150.078384 1.878492 23.43 25.25 1 1 1 0 1 0 -1 1 0 0 0 52 1 3 50 1 81 1 0
403067 2.2160 3.5 2.2730 149.898270 1.879137 23.38 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 1 28 1 83 1 0
403069 2.2373 4.5 2.5180 149.962448 1.878418 23.91 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 1 29 1 83 1 0
403072 9.9999 20.0 1.9331 149.787888 1.879318 24.87 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 3 54 2 81 1 0
403073 2.2777 1.1 1.0786 150.197296 1.879810 23.97 24.50 1 1 0 0 0 0 -1 1 0 0 0 52 1 2 42 1 81 1 0
403074 2.6716 1.5 2.8470 150.449585 1.878728 25.11 25.25 1 1 0 0 0 0 -1 1 0 0 0 73 1 1 29 2 83 2 0
403075 9.9999 0.0 9.9900 150.402924 1.879018 24.40 25.25 2 1 0 0 0 0 -1 1 2 0 0 83 1 4 36 1 79 4 2
403076 1.6499 2.5 1.4760 150.336853 1.879760 23.77 24.50 1 1 0 1 0 0 -1 1 0 0 0 72 1 3 60 1 81 1 0
403078 1.3940 1.5 1.3550 150.007355 1.879130 24.00 24.50 1 1 0 0 0 0 -1 1 0 0 0 33 1 1 30 1 83 1 0
403079 2.1073 1.5 1.8420 150.013153 1.878704 24.12 25.25 1 1 0 0 0 0 -1 1 0 0 0 53 1 4 22 1 83 2 0
403080 2.4067 1.1 1.6735 149.836319 1.879591 24.71 25.25 1 1 1 0 1 0 -1 1 0 0 0 33 1 4 33 2 83 1 0
403082 9.9999 0.0 1.3513 150.136078 1.880184 23.92 24.50 1 1 1 0 0 0 -1 1 0 0 0 53 1 1 20 2 83 1 0
403083 0.8104 1.1 1.1290 150.191589 1.879120 24.35 24.50 1 1 1 0 0 0 -1 1 0 0 0 63 1 4 33 1 81 1 0
403086 9.9999 0.0 1.2072 150.055649 1.880559 24.50 24.50 1 1 1 0 0 0 -1 1 0 0 0 42 1 2 35 3 83 2 0
403088 9.9999 0.0 1.4203 150.547943 1.880848 23.70 24.50 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 27 2 83 3 -99
403092 2.3150 1.1 1.6357 150.153076 1.880306 24.81 25.25 1 1 1 0 0 0 -1 1 0 0 0 63 1 4 32 1 81 1 0
403094 2.2351 21.5 1.9960 149.836319 1.880667 24.50 25.25 1 1 0 0 0 0 -1 1 0 0 0 33 1 4 33 1 83 -1 -99
403095 2.8059 1.5 2.9030 150.285553 1.879885 25.21 25.25 1 1 0 0 0 0 -1 1 0 0 0 63 1 1 33 1 81 1 0
403097 1.7583 3.5 1.8350 150.235229 1.880570 22.02 24.50 1 1 1 1 0 0 -1 1 0 0 0 52 1 2 43 1 81 1 0
403100 2.4064 1.5 2.2640 149.882202 1.880898 24.43 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 2 53 1 81 1 0
403103 2.3613 2.1 0.1338 149.829041 1.880617 23.95 25.25 1 1 0 0 0 0 -1 1 0 0 0 32 1 3 55 1 81 2 0
403104 1.6620 1.5 1.4030 150.153168 1.880889 24.42 24.50 1 1 1 1 0 0 -1 1 0 0 0 63 1 4 32 2 81 1 0
403106 1.4748 2.5 1.4630 149.861465 1.881399 23.61 24.50 1 1 1 1 0 0 -1 1 0 0 0 42 1 3 42 1 83 2 0
403107 2.5437 4.5 2.6970 150.033340 1.881147 23.74 25.25 2 1 0 0 0 0 -1 1 0 0 2 43 1 1 32 6 81 1 0
403111 3.0966 4.5 3.2900 150.416061 1.881166 24.85 25.25 1 1 0 0 0 0 -1 1 0 0 0 73 1 1 28 2 83 3 -99
403113 1.9255 1.1 1.4400 150.141708 1.884874 24.22 24.50 1 1 1 1 0 0 -1 1 0 0 0 63 1 4 29 1 81 1 0
403114 1.5754 1.5 1.6620 149.986145 1.881581 25.04 25.25 1 1 1 0 0 0 -1 1 0 0 0 32 1 2 55 2 81 1 0
403123 2.2544 1.5 2.1544 149.933517 1.881638 25.17 25.25 1 1 0 0 1 0 -1 1 0 0 0 32 1 2 54 2 81 1 0
403124 1.7567 2.5 1.7600 150.296158 1.882045 24.11 24.50 1 1 1 0 1 0 -1 1 0 0 0 62 1 2 34 1 83 2 0
403127 9.9999 0.0 1.7619 150.023636 1.882310 24.44 24.50 1 1 0 0 0 0 -1 1 0 0 0 53 1 4 21 2 83 1 0
403132 1.4451 4.5 1.4340 150.088806 1.883233 22.79 24.50 1 1 1 1 0 0 -1 1 0 0 0 43 1 1 33 1 81 1 0
403134 2.9120 3.5 2.7000 149.971909 1.882507 24.98 25.25 1 1 0 0 0 0 -1 1 0 0 0 33 1 1 27 1 83 3 -99
403135 1.9604 2.5 2.0310 149.984360 1.882489 23.81 25.25 1 1 1 0 1 0 -1 1 0 0 0 53 1 4 20 3 83 1 0
403138 1.4110 1.1 1.9059 150.270264 1.882378 24.24 24.50 1 1 1 0 1 0 -1 1 0 0 0 73 1 4 29 1 83 2 0
403141 1.6089 1.1 1.1376 150.168655 1.883266 23.98 24.50 1 1 1 0 0 0 -1 1 0 0 0 62 1 3 29 2 83 2 0
403143 1.9402 1.5 2.0430 150.244675 1.882983 24.61 25.25 1 1 1 1 0 0 -1 1 0 0 0 72 1 3 57 1 81 1 0
403146 2.3682 3.5 2.5150 150.176529 1.883488 24.59 25.25 1 1 0 0 1 0 -1 1 0 0 0 53 1 1 18 1 83 1 0
403147 9.9999 0.0 1.4164 150.339737 1.884151 23.70 24.50 1 1 1 1 0 0 -1 1 0 0 0 63 1 1 31 2 81 1 0
403150 2.5914 3.5 2.8550 149.937698 1.883563 24.91 25.25 1 1 1 0 1 0 -1 1 0 0 0 43 1 4 35 2 81 1 -99
403153 2.0444 1.5 1.9760 150.393890 1.884625 24.22 25.25 1 1 1 0 1 0 -1 1 0 0 0 72 1 2 45 1 81 1 0
403155 2.2366 21.1 1.5748 149.916702 1.884519 24.49 0.00 1 1 1 0 0 0 -1 0 0 0 0 32 1 2 52 2 81 2 0
403156 9.9999 0.0 1.5926 150.097366 1.884160 25.06 25.25 1 1 0 1 0 0 -1 1 0 0 0 63 1 4 28 1 81 1 0
403157 2.2335 1.1 1.5614 149.916885 1.884994 24.33 25.25 1 1 1 0 0 0 -1 1 0 0 0 32 1 2 52 1 81 1 0
403160 1.9287 2.5 1.8060 150.237228 1.885064 23.85 25.25 1 1 1 0 0 0 -1 1 0 0 0 73 1 4 27 1 83 2 0
403165 2.4691 2.5 2.3190 150.236191 1.885168 23.98 25.25 1 1 0 0 1 0 -1 1 0 0 0 52 1 2 40 1 81 1 0
403168 9.9999 0.0 1.9395 150.046051 1.887328 24.52 25.25 1 1 1 0 0 0 -1 1 0 1 0 53 1 4 18 3 83 2 0
403172 9.9999 20.0 1.9816 150.339966 1.885817 24.25 25.25 1 1 1 1 0 0 -1 1 0 0 0 63 1 1 31 1 81 1 0
403178 2.5575 3.5 2.3280 150.474869 1.885932 24.32 25.25 1 1 0 0 1 0 -1 1 0 0 0 73 1 1 27 1 83 2 0
403179 1.5765 2.5 1.6940 150.374908 1.885853 24.62 25.25 1 1 0 0 0 0 -1 1 0 0 0 62 1 2 33 1 83 2 0
403180 2.4850 1.1 3.1101 150.315399 1.885898 24.93 25.25 1 1 1 0 0 1 -1 1 0 0 0 62 1 2 32 1 83 2 0
403181 1.5533 1.5 1.5300 150.365402 1.886553 24.08 24.50 1 1 1 0 1 0 -1 1 0 0 0 82 1 3 40 1 83 2 0
403182 2.2679 1.1 1.8158 150.175491 1.888396 23.71 25.25 1 1 1 0 0 0 -1 1 0 0 0 63 1 4 27 1 81 1 0
403183 2.9763 18.1 2.4826 150.340424 1.887169 24.86 25.25 1 1 1 0 0 1 -1 1 0 1 0 73 1 4 26 1 83 2 0
403184 2.0659 3.5 2.0903 149.938141 1.886108 24.11 24.50 1 1 1 1 0 0 -1 1 0 0 0 33 1 1 25 2 83 1 -99
403187 1.4126 1.5 1.6429 150.350342 1.886588 24.47 24.50 1 1 1 0 1 0 -1 1 0 0 0 83 1 4 31 2 79 1 0
403188 2.1842 2.5 2.0770 150.299133 1.886339 24.52 25.25 1 1 1 0 1 0 -1 1 0 0 0 72 1 3 55 1 81 1 0
403189 3.0075 3.5 2.9390 149.741104 1.886385 24.56 25.25 1 1 1 0 0 1 -1 1 0 0 0 33 1 4 29 1 83 1 0
403190 0.1870 3.1 1.7546 149.751312 1.888851 24.27 25.25 1 1 0 0 0 0 -1 1 0 0 0 32 1 3 51 1 81 2 0
403192 1.6419 2.5 1.6910 149.988449 1.886949 24.27 24.50 1 1 0 1 0 0 -1 1 0 0 0 33 1 1 26 1 83 1 0
403194 0.4411 1.1 -9.9999 150.029114 1.888740 23.31 24.50 2 1 0 0 0 0 -1 1 0 0 2 43 1 1 29 2 81 -1 -99
403198 1.4315 3.5 1.3900 150.389984 1.887469 23.69 24.50 1 1 0 1 0 0 -1 1 0 0 0 83 1 4 32 1 79 1 0
403199 1.2370 2.5 1.2200 150.469040 1.887487 23.52 24.50 1 1 1 1 0 0 -1 1 0 0 0 72 1 2 44 1 81 1 -99
403203 2.6893 1.5 2.7090 150.224289 1.887732 24.62 25.25 1 1 1 0 1 0 -1 1 0 0 0 53 1 1 17 1 83 1 0
403204 2.1989 2.5 2.0083 149.988022 1.887606 24.04 25.25 1 1 1 1 0 0 -1 1 0 0 0 52 1 3 48 1 81 1 0
403211 2.5418 4.5 2.6280 150.246857 1.888087 24.04 25.25 1 1 0 0 1 0 -1 1 0 0 0 52 1 2 38 1 81 1 0
403212 1.2057 1.5 1.3610 150.403229 1.888123 24.29 24.50 1 1 1 1 0 0 -1 1 0 0 0 72 1 2 43 3 81 1 0
403213 2.0762 2.1 1.3967 149.972031 1.888499 24.29 24.50 1 1 1 1 0 0 -1 1 0 0 0 32 1 2 51 1 81 1 0
403214 2.6018 9.5 2.5460 150.091797 1.888629 24.43 25.25 1 1 1 0 1 0 -1 1 0 0 0 53 1 4 19 1 83 1 0
403218 1.5472 12.5 1.4730 149.924164 1.889244 24.25 24.50 1 1 1 1 0 0 -1 1 0 0 0 42 1 3 39 3 83 2 0
403220 9.9999 0.0 1.5687 150.296295 1.889593 24.90 24.50 1 1 1 0 0 0 -1 0 0 1 0 72 1 3 54 1 81 1 0
403222 2.4107 2.1 1.6897 149.805878 1.889385 24.97 25.25 1 1 1 0 0 0 -1 1 0 0 0 32 1 3 52 2 81 1 0
403224 2.1737 1.5 1.8917 149.976593 1.889012 23.90 25.25 1 1 1 1 0 0 -1 1 0 0 0 53 1 4 17 1 83 1 0
403225 1.9399 2.5 1.6850 150.126709 1.888581 24.76 25.25 1 1 0 1 0 0 -1 1 0 0 0 43 1 1 31 1 81 1 0
403226 1.6373 2.5 1.6310 149.850845 1.889134 23.41 24.50 1 1 1 1 0 0 -1 1 0 0 0 43 1 4 30 2 81 1 0
403234 0.9552 2.1 1.6120 150.587173 1.889280 25.14 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 26 1 83 2 0
403235 1.7662 2.5 1.7770 150.342026 1.888984 24.16 24.50 1 1 0 1 0 0 -1 1 0 0 0 62 1 2 31 2 83 2 0
403236 1.4569 1.5 1.4030 149.819046 1.889012 24.46 24.50 1 1 1 0 1 0 -1 1 0 0 0 33 1 4 28 1 83 1 0
403240 0.5818 1.1 2.2800 150.122223 1.889819 25.00 25.25 1 1 0 0 0 0 -1 1 0 0 0 63 1 4 26 1 81 3 -99
403242 1.9853 1.1 0.5714 150.615860 1.890594 23.39 24.50 1 1 0 0 0 0 -1 1 0 0 0 83 1 1 24 1 79 3 -99
403244 2.0380 1.5 1.7907 150.570053 1.890312 24.66 25.25 1 1 0 0 0 0 -1 1 0 0 0 83 1 1 23 3 79 1 0
403245 3.2219 2.5 3.3720 150.518097 1.890093 25.20 25.25 1 1 0 0 0 0 -1 1 0 0 0 83 1 1 22 2 79 2 0
403247 2.5400 3.5 2.6150 150.278534 1.890312 24.16 25.25 1 1 0 0 0 1 -1 1 0 0 0 63 1 1 26 3 81 1 0
403253 9.9999 0.0 1.4019 149.995926 1.890519 23.84 24.50 1 1 0 0 1 0 -1 1 0 0 0 33 1 1 23 1 83 1 0
403254 1.9636 2.5 2.2150 149.999481 1.890673 24.09 25.25 1 1 1 0 1 0 -1 1 0 0 0 52 1 3 46 2 81 1 0
403255 1.3103 4.5 1.3250 150.513824 1.890620 23.82 24.50 1 1 0 0 0 0 -1 1 0 0 0 72 1 2 42 1 81 1 0
403261 1.4572 1.1 1.0666 150.382172 1.891360 24.39 24.50 1 1 0 0 0 0 -1 1 0 0 0 83 1 4 29 1 79 1 0
403264 2.2887 4.5 2.2550 150.059814 1.891419 23.90 25.25 1 1 1 0 1 0 -1 1 0 0 0 42 1 2 33 1 83 2 0
403271 2.1837 2.5 2.2710 150.003922 1.891300 25.13 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 2 48 1 81 1 0
403274 2.4870 3.5 2.5923 150.546631 1.891176 25.19 25.25 1 1 0 0 0 0 -1 1 0 0 0 82 1 2 25 3 83 3 -99
403275 2.6900 3.5 2.6280 150.150009 1.891518 24.09 25.25 1 1 1 0 1 0 -1 1 0 0 0 52 1 2 36 2 81 1 0
403276 2.5880 3.5 2.6176 150.118134 1.891430 24.82 25.25 1 1 0 0 0 0 -1 1 0 0 0 42 1 2 34 1 83 2 0
403277 9.9999 0.0 1.8982 150.058090 1.893094 24.23 25.25 1 1 1 0 0 0 -1 1 0 0 0 53 1 4 16 1 83 1 0
403278 9.9999 0.0 2.1080 150.043839 1.891594 25.09 25.25 1 1 0 0 1 0 -1 1 0 0 0 52 1 3 47 1 81 1 0
403286 1.8565 2.5 1.8850 149.882751 1.892689 24.36 25.25 1 1 1 1 0 0 -1 1 0 0 0 32 1 2 46 1 81 1 0
403289 2.0080 2.1 1.5223 149.721329 1.892840 24.08 24.50 1 1 1 1 0 0 -1 1 0 0 0 32 1 3 48 2 81 1 0
403290 1.5088 2.5 1.4500 150.402420 1.893214 24.06 24.50 1 1 1 1 0 0 -1 1 0 0 0 73 1 1 24 1 83 2 0
403293 2.2281 3.5 2.2460 150.132156 1.892897 24.54 25.25 1 1 1 0 1 0 -1 1 0 0 0 43 1 1 28 1 81 1 0
403296 2.1718 1.5 1.9310 150.091248 1.892906 24.82 25.25 1 1 0 0 1 0 -1 1 0 0 0 43 1 1 27 1 81 1 0
403298 9.9999 0.0 1.8857 150.030670 1.893370 24.79 25.25 2 1 0 0 0 0 -1 1 0 0 2 43 1 1 26 1 81 1 0
403299 2.2911 21.1 1.4450 150.172409 1.893735 24.51 24.50 1 1 1 0 0 0 -1 0 0 0 0 63 1 4 24 2 81 2 0
403300 2.6787 3.5 2.7460 150.211121 1.893229 24.66 25.25 1 1 0 0 0 0 -1 1 0 0 0 63 1 4 25 2 81 1 0
403301 2.0056 2.5 1.9581 149.960846 1.894225 24.72 25.25 1 1 1 1 0 0 -1 1 0 0 0 43 1 4 29 2 81 1 0
403304 1.6071 1.5 1.5670 150.303329 1.893778 24.47 24.50 1 1 0 1 0 0 -1 1 0 0 0 73 1 4 22 1 83 2 0
403308 1.2362 3.5 1.2160 150.309814 1.895257 22.87 24.50 1 1 0 0 0 0 -1 1 0 0 0 63 1 1 24 1 81 1 0
403309 2.4847 3.5 2.5510 149.817612 1.893712 25.12 25.25 1 1 1 0 1 0 -1 1 0 0 0 32 1 3 50 1 81 1 0
403313 9.9999 0.0 1.7851 150.343399 1.893904 25.07 25.25 1 1 0 0 1 0 -1 1 0 0 0 72 1 3 53 1 81 1 0
403314 1.6868 1.5 1.4420 150.172363 1.894461 24.18 24.50 1 1 1 1 0 0 -1 1 0 0 0 63 1 4 24 1 81 1 0
